TicketID,CustomerID,IssueType,ResolutionTime,FeedbackScore
3214,2240,Technical,49,9
3215,2933,Payment,57,5
3216,2311,General,71,8
3217,2416,General,18,4
3218,2398,Technical,70,8
3219,2833,Payment,27,5
3220,2923,General,54,6
3221,2792,Payment,24,6
3222,2883,Payment,34,6
3223,2881,General,22,2
3224,2022,Payment,63,9
3225,2078,Payment,36,7
3226,2813,General,61,3
3227,2904,Technical,42,2
3228,2475,Technical,33,4
3229,2707,Payment,9,8
3230,2832,Technical,25,9
3231,2353,General,13,2
3232,2371,General,47,6
3233,2943,General,45,8
3234,2021,Payment,5,3
3235,2507,General,31,9
3236,2160,Payment,31,4
3237,2744,Payment,71,5
3238,2361,General,41,7
3239,2813,General,46,5
3240,2556,Payment,52,4
3241,2297,General,5,4
3242,2352,Technical,12,5
3243,2180,Payment,21,3
3244,2472,Payment,9,9
3245,2395,General,17,2
3246,2613,General,24,7
3247,2627,Payment,27,4
3248,2213,Payment,8,8
3249,2530,Payment,44,7
3250,2395,General,62,8
3251,2027,Payment,29,4
3252,2939,Technical,24,2
3253,2870,Technical,34,7
3254,2449,General,60,9
3255,2438,Payment,31,6
3256,2285,Payment,4,7
3257,2661,Technical,9,6
3258,2797,Payment,54,2
3259,2649,General,1,9
3260,2189,General,61,5
3261,2702,General,31,3
3262,2199,Payment,45,4
3263,2102,Payment,60,4
3264,2479,Technical,42,9
3265,2603,Technical,27,5
3266,2224,General,58,2
3267,2517,Payment,69,6
3268,2865,Payment,34,7
3269,2527,General,10,8
3270,2441,General,66,5
3271,2517,Technical,25,8
3272,2916,Technical,3,8
3273,2230,General,34,4
3274,2869,Payment,71,7
3275,2849,Technical,28,9
3276,2114,General,9,4
3277,2516,Payment,11,9
3278,2184,General,39,4
3279,2725,Payment,13,1
3280,2759,Technical,11,4
3281,2034,Payment,35,2
3282,2296,Payment,8,6
3283,2453,General,7,8
3284,2708,Payment,69,6
3285,2505,Technical,70,9
3286,2406,General,57,6
3287,2127,General,35,7
3288,2142,General,11,5
3289,2964,General,38,8
3290,2648,General,49,2
3291,2128,General,35,2
3292,2835,General,29,8
3293,2686,Technical,41,6
3294,2925,Technical,6,2
3295,2730,General,10,6
3296,2626,Payment,23,8
3297,2887,General,46,6
3298,2350,General,12,9
3299,2524,General,55,6
3300,2463,Payment,13,3
3301,2244,Technical,7,9
3302,2564,Payment,12,5
3303,2186,Payment,61,6
3304,2233,Payment,25,4
3305,2514,Payment,2,3
3306,2001,General,26,5
3307,2239,Technical,51,3
3308,2055,Payment,69,2
3309,2495,Technical,62,6
3310,2732,General,39,8
3311,2616,General,11,3
3312,2867,Technical,64,6
3313,2418,General,42,9
3314,2448,Technical,10,1
3315,2836,Payment,19,3
3316,2338,General,4,2
3317,2908,General,3,8
3318,2818,Technical,14,9
3319,2277,General,10,6
3320,2010,Payment,6,3
3321,2341,General,31,8
3322,2104,General,31,7
3323,2345,General,48,2
3324,2370,Technical,9,7
3325,2977,Payment,26,1
3326,2883,Payment,2,8
3327,2198,General,4,5
3328,2014,General,6,9
3329,2997,Technical,30,3
3330,2680,Payment,55,7
3331,2872,General,28,8
3332,2338,Payment,61,1
3333,2542,General,55,6
3334,2457,General,36,2
3335,2526,Technical,5,8
3336,2750,Payment,29,6
3337,2436,Payment,12,3
3338,2366,General,22,4
3339,2401,General,59,7
3340,2574,Technical,39,9
3341,2482,General,2,2
3342,2110,Payment,14,9
3343,2406,Technical,10,6
3344,2309,Payment,48,2
3345,2160,Technical,64,8
3346,2844,Payment,3,4
3347,2055,General,60,8
3348,2761,Payment,68,7
3349,2976,Payment,21,7
3350,2256,Technical,19,7
3351,2534,Payment,20,2
3352,2422,General,58,8
3353,2946,Technical,42,2
3354,2615,Technical,10,3
3355,2962,Payment,23,7
3356,2813,Technical,12,7
3357,2887,General,9,7
3358,2264,Payment,29,4
3359,2748,General,20,5
3360,2833,Payment,65,7
3361,2233,Payment,3,8
3362,2680,Technical,8,3
3363,2233,Technical,39,6
3364,2517,Technical,64,9
3365,2045,Payment,31,5
3366,2558,Technical,22,4
3367,2676,General,5,9
3368,2913,Technical,58,4
3369,2681,General,63,3
3370,2926,Technical,61,7
3371,2436,Payment,52,5
3372,2335,Technical,33,1
3373,2404,General,22,8
3374,2164,General,51,1
3375,2256,Technical,11,9
3376,2066,General,58,1
3377,2941,Payment,50,4
3378,2772,Technical,70,4
3379,2946,General,17,9
3380,2088,Technical,46,1
3381,2240,Technical,44,9
3382,2311,Technical,57,4
3383,2571,Technical,5,7
3384,2682,Technical,39,9
3385,2258,Payment,58,7
3386,2558,Technical,9,2
3387,2514,Payment,23,6
3388,2434,Technical,47,6
3389,2129,General,36,3
3390,2781,Technical,31,4
3391,2326,Technical,23,6
3392,2790,General,56,6
3393,2017,Payment,71,1
3394,2699,Payment,46,8
3395,2342,Payment,58,9
3396,2838,Payment,36,2
3397,2628,General,68,4
3398,2771,Payment,60,6
3399,2878,Payment,14,2
3400,2249,Payment,25,7
3401,2710,Payment,71,6
3402,2849,Payment,44,8
3403,2739,Technical,46,7
3404,2177,Technical,13,1
3405,2755,Payment,62,5
3406,2946,General,19,6
3407,2357,General,12,7
3408,2495,Technical,48,4
3409,2035,General,33,9
3410,2407,Technical,37,1
3411,2968,Payment,6,3
3412,2647,Payment,43,2
3413,2818,General,50,2
3414,2010,General,46,1
3415,2986,General,28,3
3416,2695,Payment,67,5
3417,2714,Payment,11,6
3418,2531,General,20,8
3419,2535,General,30,4
3420,2095,General,36,1
3421,2576,General,68,9
3422,2929,Technical,36,3
3423,2450,General,58,8
3424,2220,General,28,4
3425,2096,Technical,39,3
3426,2865,Technical,66,3
3427,2777,Technical,43,4
3428,2381,Technical,5,4
3429,2669,General,13,7
3430,2207,Payment,9,2
3431,2786,Payment,57,8
3432,2850,Payment,27,2
3433,2246,Payment,61,1
3434,2711,Payment,50,8
3435,2974,Payment,34,4
3436,2797,Technical,65,6
3437,2510,Technical,45,1
3438,2884,Payment,34,3
3439,2083,General,8,7
3440,2317,General,48,7
3441,2645,Payment,36,8
3442,2105,General,66,2
3443,2370,Technical,11,7
3444,2749,Technical,52,4
3445,2581,General,36,6
3446,2696,Payment,31,4
3447,2630,Technical,24,9
3448,2180,General,21,1
3449,2783,General,30,1
3450,2602,Technical,64,5
3451,2600,Technical,39,5
3452,2083,Payment,1,8
3453,2532,General,42,7
3454,2619,Payment,5,3
3455,2841,Technical,12,8
3456,2501,General,29,4
3457,2348,Technical,3,3
3458,2272,Technical,61,2
3459,2331,Technical,51,9
3460,2610,Payment,36,7
3461,2921,Technical,2,5
3462,2744,Payment,29,9
3463,2887,Technical,41,3
3464,2569,Technical,29,6
3465,2661,General,64,8
3466,2389,Technical,58,9
3467,2971,General,10,4
3468,2747,General,11,1
3469,2137,Payment,7,8
3470,2779,General,61,3
3471,2741,General,66,6
3472,2361,Technical,53,4
3473,2833,Technical,65,6
3474,2959,Payment,27,3
3475,2282,General,7,7
3476,2202,General,65,2
3477,2744,Payment,58,5
3478,2531,Technical,25,3
3479,2016,General,48,5
3480,2568,Payment,4,3
3481,2869,Technical,8,9
3482,2114,Payment,68,8
3483,2068,Payment,60,2
3484,2590,General,4,8
3485,2030,Technical,8,8
3486,2519,General,16,3
3487,2908,General,19,5
3488,2664,Technical,1,2
3489,2999,Technical,34,6
3490,2875,Technical,45,2
3491,2022,General,63,4
3492,2431,Technical,6,3
3493,2030,Technical,36,1
3494,2956,Technical,66,8
3495,2679,Payment,8,8
3496,2660,Technical,67,1
3497,2410,General,27,6
3498,2049,Payment,34,1
3499,2325,General,28,9
3500,2488,Payment,31,1
3501,2298,Technical,17,3
3502,2774,Payment,55,9
3503,2181,General,9,1
3504,2802,Payment,57,2
3505,2122,Technical,45,4
3506,2124,Technical,6,7
3507,2453,General,14,8
3508,2266,Payment,31,1
3509,2028,General,54,1
3510,2259,General,11,5
3511,2077,General,69,8
3512,2432,Technical,2,1
3513,2879,Payment,17,3
3514,2706,Technical,36,6
3515,2894,Technical,3,1
3516,2035,Technical,63,3
3517,2436,Payment,43,1
3518,2114,Technical,33,4
3519,2062,Technical,29,9
3520,2052,Technical,23,5
3521,2116,Payment,59,3
3522,2047,Payment,49,7
3523,2438,General,55,6
3524,2412,Technical,28,9
3525,2101,Technical,71,4
3526,2279,Payment,25,4
3527,2107,Payment,7,9
3528,2983,Technical,34,2
3529,2035,General,22,2
3530,2359,General,67,9
3531,2887,Technical,50,7
3532,2800,General,48,5
3533,2002,General,70,5
3534,2751,Technical,57,9
3535,2492,General,25,5
3536,2880,Payment,66,9
3537,2890,Technical,16,8
3538,2272,Payment,58,6
3539,2144,Technical,41,5
3540,2435,Payment,51,5
3541,2451,General,21,5
3542,2604,Payment,56,1
3543,2733,Payment,47,5
3544,2566,Payment,43,3
3545,2916,Payment,31,6
3546,2228,Payment,15,9
3547,2545,Technical,48,3
3548,2214,Payment,62,1
3549,2648,Payment,70,8
3550,2248,Technical,3,9
3551,2408,Technical,38,4
3552,2053,General,58,5
3553,2576,Payment,67,3
3554,2314,Payment,45,8
3555,2374,General,44,3
3556,2037,Payment,8,4
3557,2724,General,66,7
3558,2524,Technical,71,2
3559,2980,Payment,61,1
3560,2084,Payment,17,4
3561,2900,Technical,71,8
3562,2094,Payment,36,1
3563,2415,Technical,68,3
3564,2342,Technical,21,4
3565,2719,General,46,4
3566,2550,Technical,46,3
3567,2421,General,16,3
3568,2348,Technical,22,7
3569,2715,General,6,8
3570,2782,General,56,4
3571,2587,General,45,8
3572,2128,General,58,8
3573,2841,Payment,28,6
3574,2152,Technical,17,1
3575,2522,Technical,36,7
3576,2038,Technical,12,7
3577,2427,Technical,50,5
3578,2105,General,59,6
3579,2165,Payment,12,9
3580,2938,Technical,62,3
3581,2544,Technical,40,4
3582,2212,Technical,2,9
3583,2526,General,25,2
3584,2742,Technical,31,9
3585,2132,Technical,47,5
3586,2152,Payment,60,3
3587,2096,General,41,8
3588,2503,Payment,50,9
3589,2522,Technical,23,1
3590,2374,General,12,5
3591,2875,Technical,71,9
3592,2016,Technical,22,2
3593,2679,General,56,1
3594,2608,Payment,16,8
3595,2018,General,58,6
3596,2409,General,51,2
3597,2007,Payment,6,3
3598,2696,General,2,5
3599,2894,Payment,62,1
3600,2245,Payment,42,2
3601,2943,General,43,1
3602,2883,General,52,7
3603,2978,Payment,58,7
3604,2879,Payment,20,5
3605,2594,Payment,56,6
3606,2643,Payment,67,3
3607,2129,Payment,59,2
3608,2801,General,48,9
3609,2455,Technical,35,2
3610,2586,General,8,1
3611,2876,Technical,32,9
3612,2571,Payment,45,8
3613,2072,General,67,8
3614,2160,Technical,27,7
3615,2087,Payment,3,9
3616,2401,General,57,3
3617,2462,Technical,65,8
3618,2529,General,20,1
3619,2089,Technical,71,1
3620,2661,General,41,6
3621,2823,General,1,8
3622,2006,Technical,4,8
3623,2596,General,71,1
3624,2945,General,10,1
3625,2084,Payment,29,9
3626,2250,Technical,15,9
3627,2666,General,19,7
3628,2416,Technical,58,1
3629,2072,General,53,2
3630,2621,Technical,46,8
3631,2112,Technical,18,8
3632,2172,Payment,3,5
3633,2699,Payment,70,2
3634,2797,Technical,22,3
3635,2273,General,55,5
3636,2530,Technical,64,3
3637,2680,General,41,1
3638,2319,Technical,8,6
3639,2082,Payment,65,5
3640,2075,Payment,3,3
3641,2429,General,29,9
3642,2460,Technical,70,8
3643,2847,General,18,7
3644,2346,Payment,58,2
3645,2249,Technical,1,5
3646,2643,Payment,22,5
3647,2387,Payment,23,6
3648,2934,Technical,8,6
3649,2867,General,29,3
3650,2713,Technical,44,4
3651,2363,Payment,62,1
3652,2296,Payment,19,1
3653,2068,Payment,59,5
3654,2438,Payment,19,4
3655,2532,General,22,7
3656,2783,Technical,68,7
3657,2605,Technical,5,4
3658,2133,General,5,2
3659,2295,General,25,4
3660,2296,Payment,24,8
3661,2647,Technical,1,2
3662,2968,Technical,28,5
3663,2864,Technical,47,7
3664,2868,General,60,6
3665,2033,Payment,19,9
3666,2374,Payment,14,2
3667,2805,Technical,70,4
3668,2032,Payment,8,7
3669,2555,General,37,8
3670,2959,General,10,5
3671,2804,Technical,67,5
3672,2866,Payment,13,4
3673,2305,General,39,9
3674,2793,General,64,4
3675,2108,General,30,3
3676,2096,General,4,9
3677,2066,Payment,45,7
3678,2521,General,6,9
3679,2230,General,16,4
3680,2733,Payment,22,3
3681,2358,Technical,21,8
3682,2402,Technical,65,4
3683,2790,General,30,3
3684,2099,Technical,24,4
3685,2271,Payment,64,2
3686,2775,General,13,4
3687,2909,Payment,26,7
3688,2362,Technical,20,3
3689,2164,Technical,61,1
3690,2528,General,6,8
3691,2169,Technical,43,6
3692,2021,General,49,3
3693,2540,General,9,8
3694,2842,Payment,37,6
3695,2595,Technical,16,1
3696,2785,Technical,4,9
3697,2833,General,32,9
3698,2397,General,17,9
3699,2036,General,41,6
3700,2495,General,45,6
3701,2314,Payment,16,4
3702,2490,Technical,20,8
3703,2276,Payment,42,9
3704,2233,Technical,10,7
3705,2616,Payment,52,7
3706,2436,General,60,2
3707,2006,Payment,48,2
3708,2535,Payment,23,2
3709,2682,General,33,4
3710,2664,General,25,9
3711,2244,Technical,50,5
3712,2241,Technical,70,2
3713,2773,Payment,55,4
3714,2928,Payment,68,7
3715,2558,Payment,4,5
3716,2273,General,28,8
3717,2075,Technical,29,1
3718,2283,Payment,48,5
3719,2708,Technical,13,4
3720,2535,Technical,43,3
3721,2087,General,9,7
3722,2881,General,40,1
3723,2633,Payment,46,6
3724,2930,Payment,58,8
3725,2149,Payment,56,2
3726,2150,Payment,12,6
3727,2577,Payment,25,1
3728,2160,Technical,16,6
3729,2446,Technical,51,6
3730,2796,General,53,5
3731,2082,General,52,7
3732,2007,Technical,67,5
3733,2182,General,24,8
3734,2870,General,14,2
3735,2966,Payment,22,6
3736,2526,General,31,5
3737,2478,General,58,2
3738,2183,General,69,7
3739,2314,Technical,19,4
3740,2556,Technical,53,6
3741,2174,Payment,2,5
3742,2014,General,53,4
3743,2300,Technical,67,2
3744,2937,Payment,47,7
3745,2073,General,53,5
3746,2735,Payment,57,3
3747,2514,Payment,25,6
3748,2722,General,35,8
3749,2773,Technical,29,2
3750,2602,General,17,4
3751,2343,General,49,3
3752,2396,General,56,7
3753,2846,Technical,3,8
3754,2764,General,22,8
3755,2895,Technical,14,4
3756,2333,Payment,3,2
3757,2355,Technical,38,6
3758,2559,Payment,21,3
3759,2847,Payment,51,8
3760,2163,General,24,3
3761,2116,Technical,45,2
3762,2403,Payment,69,9
3763,2079,Payment,44,9
3764,2447,Technical,47,9
3765,2883,Technical,57,3
3766,2008,Payment,19,2
3767,2023,Payment,34,4
3768,2781,Technical,3,2
3769,2791,Technical,39,8
3770,2543,Payment,60,1
3771,2414,General,10,2
3772,2682,Technical,40,6
3773,2642,Payment,2,9
3774,2907,Payment,45,5
3775,2409,General,27,5
3776,2669,Technical,53,3
3777,2022,Payment,9,8
3778,2638,General,1,6
3779,2403,Technical,33,2
3780,2969,General,38,5
3781,2681,Payment,57,4
3782,2678,General,33,9
3783,2157,Payment,48,4
3784,2330,Payment,3,8
3785,2022,General,32,1
3786,2472,General,21,5
3787,2264,Payment,68,9
3788,2303,General,17,3
3789,2902,Technical,42,6
3790,2775,Technical,68,6
3791,2724,General,12,6
3792,2465,General,45,4
3793,2164,Technical,36,7
3794,2136,Payment,51,3
3795,2252,Payment,7,6
3796,2205,Technical,33,5
3797,2856,Payment,48,3
3798,2302,General,66,2
3799,2242,General,33,1
3800,2832,Technical,27,8
3801,2927,Technical,47,1
3802,2791,Technical,66,5
3803,2061,Technical,43,5
3804,2465,Payment,19,1
3805,2818,Payment,68,9
3806,2302,Payment,10,5
3807,2472,General,22,9
3808,2811,General,66,6
3809,2394,Technical,2,7
3810,2607,Technical,18,7
3811,2660,Payment,19,2
3812,2912,Payment,30,5
3813,2974,Payment,6,2
3814,2259,Technical,27,4
3815,2542,Payment,15,3
3816,2530,Technical,31,6
3817,2187,Technical,44,5
3818,2966,General,10,1
3819,2212,General,21,2
3820,2035,Technical,47,7
3821,2147,Payment,55,9
3822,2282,Technical,36,1
3823,2547,Technical,58,4
3824,2588,Technical,19,3
3825,2584,Technical,64,5
3826,2249,General,10,5
3827,2057,General,49,2
3828,2869,Technical,54,5
3829,2305,General,61,4
3830,2522,General,59,1
3831,2725,Payment,2,1
3832,2361,General,8,1
3833,2237,General,19,8
3834,2234,Technical,68,3
3835,2925,General,14,9
3836,2223,General,22,2
3837,2616,General,17,9
3838,2327,Technical,63,9
3839,2098,Technical,26,4
3840,2226,General,36,4
3841,2734,Technical,45,4
3842,2836,Technical,30,1
3843,2489,Payment,21,5
3844,2478,General,20,6
3845,2985,Payment,42,4
3846,2334,General,56,8
3847,2792,General,12,3
3848,2555,Payment,8,9
3849,2863,Payment,63,7
3850,2512,General,56,8
3851,2382,Payment,7,7
3852,2423,Payment,62,9
3853,2348,Technical,61,2
3854,2153,General,10,4
3855,2851,Technical,50,2
3856,2452,General,20,8
3857,2290,Technical,28,2
3858,2736,General,14,8
3859,2985,Technical,8,6
3860,2119,General,7,7
3861,2214,Technical,5,6
3862,2565,Payment,1,9
3863,2732,General,10,4
3864,2439,Payment,58,1
3865,2755,Technical,65,9
3866,2565,General,60,8
3867,2914,Technical,20,1
3868,2629,Technical,58,6
3869,2903,Payment,43,4
3870,2447,General,29,2
3871,2843,Technical,2,3
3872,2042,Payment,26,9
3873,2395,Payment,59,5
3874,2247,Payment,1,7
3875,2905,Payment,31,2
3876,2291,Technical,38,8
3877,2248,Technical,22,3
3878,2613,Technical,66,1
3879,2599,General,47,8
3880,2865,General,1,9
3881,2449,Payment,50,8
3882,2084,Technical,36,1
3883,2773,Payment,45,7
3884,2221,Technical,36,7
3885,2666,General,34,4
3886,2051,Payment,9,8
3887,2550,Technical,4,5
3888,2771,Technical,63,4
3889,2981,Technical,4,5
3890,2187,Payment,5,2
3891,2525,General,10,4
3892,2223,Technical,44,8
3893,2465,Payment,40,7
3894,2419,Technical,36,8
3895,2087,Payment,35,7
3896,2259,General,59,7
3897,2181,Technical,65,7
3898,2311,Payment,31,2
3899,2173,Technical,46,3
3900,2322,Payment,49,1
3901,2707,General,6,2
3902,2340,General,70,6
3903,2496,Payment,19,2
3904,2245,General,42,1
3905,2940,Technical,30,8
3906,2505,General,26,9
3907,2329,Technical,3,7
3908,2880,General,33,3
3909,2196,General,50,1
3910,2062,Technical,31,4
3911,2025,General,68,3
3912,2564,Technical,10,3
3913,2562,Technical,22,2
3914,2378,General,63,3
3915,2897,General,54,5
3916,2295,Technical,51,4
3917,2052,Payment,4,1
3918,2844,General,37,1
3919,2040,General,71,1
3920,2744,Payment,63,9
3921,2572,Payment,51,9
3922,2728,General,8,9
3923,2457,General,1,4
3924,2878,General,8,4
3925,2852,Payment,55,7
3926,2709,General,9,3
3927,2788,Payment,51,3
3928,2853,Payment,16,4
3929,2002,Technical,53,6
3930,2469,Payment,59,1
3931,2106,Technical,45,3
3932,2216,Payment,37,5
3933,2777,Payment,66,4
3934,2679,Technical,64,8
3935,2759,Technical,36,9
3936,2414,Technical,50,8
3937,2950,Technical,53,9
3938,2210,Technical,57,8
3939,2058,Technical,19,1
3940,2940,Technical,26,7
3941,2043,Payment,68,9
3942,2138,Payment,43,1
3943,2621,Technical,58,1
3944,2489,General,59,2
3945,2560,Technical,46,5
3946,2638,General,68,8
3947,2469,Payment,40,8
3948,2726,Payment,13,4
3949,2913,General,9,7
3950,2640,Payment,66,7
3951,2389,Technical,53,9
3952,2198,General,4,9
3953,2202,General,14,3
3954,2192,Payment,8,8
3955,2107,General,62,5
3956,2706,General,45,5
3957,2327,General,67,8
3958,2750,Payment,62,6
3959,2644,General,70,1
3960,2357,General,36,4
3961,2595,Technical,1,9
3962,2501,Technical,60,5
3963,2284,General,13,4
3964,2468,Payment,12,1
3965,2508,General,17,9
3966,2734,Payment,47,8
3967,2106,Technical,53,3
3968,2294,Technical,67,9
3969,2066,General,10,1
3970,2195,Payment,46,4
3971,2188,Payment,4,5
3972,2047,Payment,57,4
3973,2362,General,38,4
3974,2871,Payment,12,9
3975,2537,Technical,31,5
3976,2578,Payment,2,1
3977,2487,Payment,1,7
3978,2847,General,25,6
3979,2579,General,5,9
3980,2709,General,48,4
3981,2246,General,14,6
3982,2808,General,52,7
3983,2612,Payment,21,4
3984,2178,Payment,25,9
3985,2115,General,67,1
3986,2680,General,50,1
3987,2631,Payment,33,3
3988,2998,General,17,9
3989,2165,Technical,70,5
3990,2219,Payment,34,1
3991,2197,Technical,26,5
3992,2401,Payment,42,6
3993,2830,Payment,31,4
3994,2998,Payment,51,7
3995,2749,Payment,36,3
3996,2681,Payment,13,5
3997,2076,Payment,13,6
3998,2426,Payment,32,7
3999,2287,General,5,2
4000,2545,General,12,5
4001,2299,General,59,7
4002,2861,Technical,41,7
4003,2742,Payment,37,3
4004,2707,General,68,8
4005,2294,General,48,1
4006,2809,General,43,4
4007,2886,Payment,41,3
4008,2447,Payment,56,4
4009,2936,Technical,69,9
4010,2414,Technical,11,8
4011,2431,Payment,9,4
4012,2790,Technical,28,8
4013,2230,General,22,1
4014,2096,Technical,6,8
4015,2895,General,26,2
4016,2439,Technical,16,6
4017,2171,General,14,6
4018,2317,Technical,35,3
4019,2842,Technical,42,5
4020,2544,Payment,53,2
4021,2491,Payment,22,8
4022,2388,General,53,8
4023,2989,Payment,66,5
4024,2557,General,13,7
4025,2072,Payment,11,8
4026,2532,Payment,12,4
4027,2239,General,53,2
4028,2711,Technical,9,5
4029,2577,General,71,7
4030,2700,General,17,4
4031,2089,General,61,4
4032,2922,Payment,10,4
4033,2713,Payment,38,9
4034,2535,Payment,39,9
4035,2808,General,30,8
4036,2642,Technical,34,8
4037,2154,Technical,33,7
4038,2590,General,32,1
4039,2190,General,12,8
4040,2812,Technical,65,4
4041,2415,Payment,10,1
4042,2154,General,19,1
4043,2625,Technical,23,3
4044,2339,Technical,57,3
4045,2998,Technical,59,1
4046,2629,Payment,54,8
4047,2517,Technical,2,4
4048,2889,Technical,48,4
4049,2838,Technical,6,6
4050,2035,General,43,9
4051,2784,General,17,9
4052,2671,General,36,8
4053,2722,Technical,24,1
4054,2526,Technical,61,2
4055,2537,Payment,29,3
4056,2847,Technical,58,5
4057,2218,Payment,66,5
4058,2254,Technical,53,8
4059,2996,Payment,70,2
4060,2203,General,9,2
4061,2101,Technical,42,8
4062,2361,Payment,39,1
4063,2741,General,69,9
4064,2711,General,40,2
4065,2914,Technical,59,5
4066,2178,Payment,44,3
4067,2276,Payment,65,5
4068,2312,Payment,11,8
4069,2642,General,5,8
4070,2410,Payment,49,6
4071,2791,General,51,9
4072,2288,Payment,36,7
4073,2653,General,16,2
4074,2525,Technical,7,1
4075,2401,General,44,8
4076,2217,Payment,26,1
4077,2698,General,36,8
4078,2470,Payment,53,9
4079,2027,Technical,44,1
4080,2913,General,12,7
4081,2730,Technical,68,5
4082,2422,General,23,8
4083,2014,General,30,4
4084,2501,Technical,63,2
4085,2654,Technical,3,7
4086,2908,General,34,7
4087,2325,General,49,8
4088,2997,General,44,9
4089,2324,Technical,41,6
4090,2567,Payment,48,3
4091,2703,Technical,71,5
4092,2285,General,8,3
4093,2089,General,7,9
4094,2045,Technical,37,5
4095,2644,General,55,7
4096,2498,General,71,7
4097,2912,General,50,7
4098,2498,General,21,4
4099,2578,General,34,4
4100,2791,Payment,49,3
4101,2836,Technical,27,4
4102,2660,Technical,8,9
4103,2145,Technical,34,5
4104,2948,Payment,18,6
4105,2518,Payment,51,4
4106,2082,Technical,12,1
4107,2980,Technical,51,7
4108,2635,Technical,63,7
4109,2167,General,40,6
4110,2749,Payment,22,4
4111,2105,Payment,8,8
4112,2802,General,28,8
4113,2488,Payment,50,1
4114,2750,Technical,47,9
4115,2310,Payment,56,8
4116,2984,General,32,2
4117,2082,Technical,11,9
4118,2094,Payment,21,4
4119,2321,Technical,26,6
4120,2343,Payment,14,2
4121,2797,Technical,14,4
4122,2809,General,3,2
4123,2361,General,57,9
4124,2831,Payment,7,9
4125,2928,Payment,39,5
4126,2066,Technical,57,3
4127,2624,General,65,3
4128,2868,Technical,25,1
4129,2429,General,31,8
4130,2401,Technical,10,3
4131,2171,Technical,9,4
4132,2759,Technical,8,2
4133,2578,Payment,19,8
4134,2068,General,30,3
4135,2492,Payment,9,2
4136,2034,Payment,47,1
4137,2001,Technical,46,2
4138,2151,General,1,2
4139,2902,Payment,3,4
4140,2784,Technical,34,1
4141,2258,General,25,1
4142,2750,General,30,6
4143,2628,Payment,1,5
4144,2588,Technical,18,1
4145,2795,Payment,33,6
4146,2019,General,9,8
4147,2796,Payment,7,5
4148,2035,Technical,30,3
4149,2371,General,13,3
4150,2491,Technical,13,2
4151,2836,Technical,42,9
4152,2817,General,63,9
4153,2241,Technical,69,7
4154,2007,Technical,36,1
4155,2549,Technical,35,1
4156,2371,General,46,4
4157,2665,Technical,45,2
4158,2757,Payment,56,3
4159,2250,Payment,5,2
4160,2115,Technical,44,1
4161,2553,Payment,28,3
4162,2337,Payment,42,7
4163,2574,General,31,9
4164,2681,Technical,7,9
4165,2142,General,7,8
4166,2485,Technical,4,6
4167,2438,Payment,32,1
4168,2770,General,28,8
4169,2088,General,56,8
4170,2463,Payment,4,9
4171,2048,Payment,8,6
4172,2947,Technical,14,3
4173,2481,Technical,30,6
4174,2823,Payment,3,8
4175,2524,Payment,2,7
4176,2211,General,10,8
4177,2244,General,70,3
4178,2239,Technical,71,8
4179,2197,General,16,5
4180,2769,Payment,70,7
4181,2235,Payment,22,4
4182,2187,Payment,35,3
4183,2713,Payment,49,6
4184,2615,Technical,2,9
4185,2290,Payment,66,4
4186,2221,Payment,19,9
4187,2497,Payment,69,3
4188,2496,Payment,4,6
4189,2880,Technical,41,5
4190,2302,Technical,56,9
4191,2187,General,55,6
4192,2450,Technical,31,2
4193,2915,Technical,22,4
4194,2412,Technical,48,5
4195,2611,General,4,9
4196,2936,Payment,21,1
4197,2245,General,41,9
4198,2313,Payment,45,1
4199,2819,Technical,8,1
4200,2496,Payment,9,4
4201,2022,General,18,6
4202,2068,Payment,31,2
4203,2392,Payment,35,1
4204,2316,Technical,30,4
4205,2065,Payment,18,8
4206,2804,Payment,41,6
4207,2967,Technical,24,5
4208,2729,General,48,1
4209,2541,Technical,14,3
4210,2705,Payment,19,7
4211,2568,Technical,60,3
4212,2850,Technical,22,5
4213,2900,Payment,30,6
4214,2212,General,15,9
4215,2750,Technical,21,3
4216,2200,General,26,6
4217,2987,Technical,12,2
4218,2178,Payment,7,9
4219,2423,Payment,35,9
4220,2931,Technical,68,7
4221,2665,Technical,2,9
4222,2462,Technical,20,4
4223,2044,Payment,47,1
4224,2431,Technical,12,1
4225,2168,Payment,53,2
4226,2287,Technical,17,3
4227,2709,Payment,18,2
4228,2337,Technical,24,4
4229,2586,General,37,8
4230,2171,General,30,3
4231,2892,Payment,52,4
4232,2183,Technical,23,2
4233,2016,General,37,1
4234,2496,Technical,24,8
4235,2580,Technical,50,7
4236,2887,Technical,20,2
4237,2837,General,47,8
4238,2554,Payment,18,3
4239,2110,General,26,7
4240,2553,Payment,71,1
4241,2306,General,43,3
4242,2980,Technical,47,9
4243,2006,Technical,43,4
4244,2843,Technical,32,1
4245,2693,General,7,6
4246,2273,General,32,1
4247,2361,Payment,65,1
4248,2185,General,58,2
4249,2835,Payment,53,3
4250,2656,General,34,2
4251,2948,Technical,69,8
4252,2100,General,56,6
4253,2090,Technical,66,1
4254,2984,General,32,6
4255,2246,Payment,50,1
4256,2239,General,24,9
4257,2930,Technical,46,3
4258,2724,General,3,1
4259,2081,Payment,10,1
4260,2115,Payment,6,2
4261,2276,Payment,52,6
